antiguedad_meses,plan,horas_vistas_mes_pasado,perfiles_activos,genero_favorito,dispositivo_principal,usa_descargas_offline,dias_desde_ultima_sesion,cambios_plan_ultimo_anio,churn_30d,horas_proximo_mes
19,estandar_con_anuncios,17.6,2,kids,celular,False,9,1,1,2.2
7,basico,18.2,2,comedia,celular,True,7,0,0,13.1
26,estandar_con_anuncios,35.3,2,kids,smart_tv,False,1,0,0,30.8
16,estandar,52.9,1,drama,consola,False,0,0,0,61.5
33,estandar_con_anuncios,14.0,2,drama,smart_tv,False,0,0,0,12.9
48,premium,52.2,1,accion,smart_tv,True,0,1,0,48.9
33,premium,29.6,1,drama,pc,True,3,0,0,27.7
35,estandar_con_anuncios,7.5,2,comedia,smart_tv,False,3,0,1,2.2
3,estandar_con_anuncios,20.1,1,kids,smart_tv,False,11,0,0,16.7
39,estandar_con_anuncios,21.7,1,reality,smart_tv,False,3,1,0,22.8
26,estandar,22.7,2,drama,celular,False,0,3,0,22.4
8,estandar_con_anuncios,7.9,2,reality,pc,False,6,1,0,8.0
13,premium,30.1,1,kids,smart_tv,True,1,0,0,31.4
47,estandar,45.7,2,reality,smart_tv,True,8,2,0,46.2
55,premium,20.1,4,kids,celular,True,0,0,0,23.0
30,estandar,22.3,2,documental,tablet,True,1,0,0,22.2
58,premium,21.9,2,accion,smart_tv,True,16,0,0,28.8
11,estandar_con_anuncios,25.2,2,documental,tablet,False,1,0,0,25.4
18,basico,0.0,1,reality,consola,True,0,0,0,0.0
55,basico,30.1,2,drama,smart_tv,False,1,0,0,33.6
11,premium,70.5,2,comedia,pc,True,1,0,0,75.5
39,estandar,63.4,2,drama,celular,True,1,0,0,63.8
13,premium,19.0,4,anime,celular,False,5,0,0,18.1
20,estandar_con_anuncios,24.1,1,accion,smart_tv,False,3,0,0,14.9
29,premium,32.6,5,documental,pc,False,4,1,0,21.2
22,basico,8.9,2,reality,pc,False,4,1,0,11.5
52,basico,27.6,1,anime,pc,True,0,0,0,24.7
58,premium,68.3,2,drama,tablet,False,0,0,0,80.2
30,basico,36.5,2,kids,celular,False,8,0,0,26.0
31,basico,16.9,1,reality,pc,False,8,0,0,13.7
4,estandar,45.9,1,drama,consola,True,2,0,0,51.5
14,estandar_con_anuncios,0.0,2,kids,smart_tv,False,1,0,1,3.6
3,basico,14.0,1,comedia,smart_tv,True,2,1,1,3.9
51,estandar_con_anuncios,9.9,1,documental,smart_tv,False,2,1,0,9.9
14,estandar_con_anuncios,20.3,1,accion,consola,False,9,1,0,19.5
21,premium,43.7,5,comedia,smart_tv,True,0,0,0,38.4
50,estandar,37.0,2,drama,celular,True,3,1,0,29.0
43,basico,26.0,2,drama,smart_tv,True,1,1,0,32.6
37,basico,28.4,1,drama,smart_tv,True,8,2,0,36.4
3,basico,33.4,1,documental,celular,True,4,1,0,27.2
34,estandar,40.1,3,comedia,smart_tv,False,2,1,0,32.1
34,premium,43.6,2,drama,consola,True,5,1,0,40.9
19,premium,52.6,3,kids,smart_tv,True,15,0,0,55.8
44,basico,41.1,1,kids,consola,True,1,0,0,39.8
55,basico,21.2,2,accion,smart_tv,True,4,0,0,23.1
16,basico,25.4,2,anime,tablet,False,10,0,0,25.2
20,estandar,54.1,2,comedia,celular,True,6,0,0,53.0
20,basico,10.1,2,reality,smart_tv,False,0,0,0,14.5
50,estandar,66.2,1,drama,smart_tv,False,6,0,0,59.9
5,estandar,15.3,1,kids,smart_tv,False,4,0,0,19.8
53,basico,24.2,1,anime,celular,False,8,2,0,30.5
46,basico,14.6,2,reality,pc,True,2,0,0,15.9
29,basico,60.2,1,accion,smart_tv,False,2,0,0,39.3
35,estandar_con_anuncios,13.4,2,documental,smart_tv,False,6,0,0,13.5
53,estandar_con_anuncios,14.9,2,comedia,celular,False,1,0,1,3.8
46,estandar,33.3,1,documental,celular,True,3,1,0,33.4
17,basico,27.9,2,kids,celular,True,8,0,0,22.6
3,estandar_con_anuncios,13.3,2,anime,celular,False,0,0,0,15.1
39,estandar,36.3,2,accion,celular,False,4,0,0,42.7
9,estandar,0.0,2,drama,tablet,False,15,0,0,0.0
6,estandar_con_anuncios,19.4,1,accion,smart_tv,False,3,1,0,18.1
58,premium,50.1,4,drama,smart_tv,True,5,2,0,40.5
28,premium,62.9,1,comedia,smart_tv,True,12,2,0,66.9
39,estandar,57.9,2,comedia,celular,False,1,0,0,76.2
13,estandar,33.3,2,kids,smart_tv,True,0,1,0,33.7
7,estandar_con_anuncios,30.8,1,drama,tablet,False,0,1,1,3.1
4,premium,28.8,3,drama,celular,False,1,1,0,27.6
21,basico,38.3,2,drama,celular,False,17,0,1,4.9
1,premium,36.5,5,reality,pc,False,1,0,0,40.8
25,estandar,19.3,1,kids,smart_tv,False,11,0,0,18.9
20,estandar_con_anuncios,16.9,2,drama,pc,False,1,0,1,0.0
32,estandar_con_anuncios,41.7,2,drama,smart_tv,False,5,1,0,45.5
35,estandar,40.6,3,accion,celular,True,0,0,0,43.1
19,estandar,59.0,2,comedia,tablet,False,3,0,0,64.9
27,estandar_con_anuncios,9.0,2,accion,pc,False,2,1,0,7.6
5,estandar,51.1,1,accion,consola,False,0,0,0,42.7
18,premium,36.7,1,anime,smart_tv,True,7,3,0,36.4
58,basico,33.2,2,comedia,pc,True,3,1,0,33.1
59,basico,33.2,2,documental,celular,True,0,1,0,30.1
29,estandar_con_anuncios,30.3,1,drama,celular,False,4,1,1,3.1
56,estandar,43.4,3,anime,smart_tv,False,5,0,0,50.5
30,basico,16.4,2,anime,smart_tv,True,1,0,0,19.9
8,premium,58.9,3,kids,celular,True,0,2,0,73.9
52,basico,55.3,1,accion,smart_tv,True,4,0,0,42.2
25,estandar,28.3,3,drama,celular,True,7,0,0,22.4
37,estandar_con_anuncios,0.0,2,reality,pc,False,6,0,1,4.8
39,estandar_con_anuncios,28.7,2,kids,consola,False,2,0,0,29.1
19,estandar,31.6,3,comedia,smart_tv,True,2,0,0,30.2
44,basico,26.7,2,accion,tablet,True,3,0,0,24.0
30,estandar,45.8,3,accion,smart_tv,True,0,0,0,43.3
22,premium,40.0,4,reality,celular,True,4,1,0,43.5
18,premium,42.5,5,kids,pc,True,4,0,0,32.3
45,premium,47.2,4,documental,smart_tv,False,10,0,0,67.1
15,estandar_con_anuncios,41.3,2,documental,smart_tv,False,20,0,1,1.9
8,estandar,36.1,1,comedia,smart_tv,False,1,0,0,42.9
53,premium,30.9,2,comedia,celular,True,1,0,0,27.7
20,basico,8.7,1,drama,pc,False,2,0,0,9.6
38,estandar_con_anuncios,23.3,1,kids,smart_tv,False,0,1,0,23.7
43,premium,31.6,3,accion,smart_tv,False,0,0,0,36.5
50,basico,5.7,2,accion,celular,False,2,1,0,5.5
37,estandar,47.6,1,comedia,smart_tv,True,7,0,0,60.9
42,premium,58.8,1,drama,celular,False,6,0,0,43.0
50,estandar,33.6,2,accion,tablet,False,1,0,0,39.3
56,basico,34.1,2,comedia,pc,False,0,2,0,34.8
3,basico,28.1,1,drama,consola,False,0,0,1,0.0
44,basico,37.7,1,kids,celular,False,0,0,0,50.9
11,estandar_con_anuncios,28.0,2,comedia,pc,False,4,0,0,37.3
53,estandar,0.3,1,comedia,smart_tv,False,1,0,0,0.2
3,premium,41.6,1,accion,smart_tv,False,8,1,0,42.9
15,estandar_con_anuncios,27.0,2,reality,celular,False,3,3,0,30.4
12,basico,19.8,2,comedia,smart_tv,False,0,0,0,21.4
36,premium,48.5,4,kids,consola,True,0,0,0,61.7
1,estandar_con_anuncios,29.3,1,anime,celular,False,3,0,0,36.2
2,estandar,36.4,2,documental,tablet,True,0,3,0,38.1
30,basico,50.1,2,accion,smart_tv,False,1,0,0,70.6
58,estandar,56.7,1,kids,celular,False,1,0,0,66.3
32,estandar_con_anuncios,18.9,2,accion,celular,False,2,2,0,17.7
27,estandar,34.3,2,comedia,smart_tv,False,2,2,0,30.9
39,basico,0.0,2,accion,celular,False,5,0,1,3.2
33,estandar,32.9,1,comedia,celular,True,1,0,0,28.2
23,estandar_con_anuncios,0.0,2,drama,tablet,False,14,1,1,5.5
35,basico,31.2,2,comedia,celular,False,5,1,0,29.9
1,estandar,37.4,2,drama,smart_tv,False,1,0,1,3.6
15,estandar_con_anuncios,29.7,2,comedia,celular,False,0,0,0,28.7
40,estandar_con_anuncios,42.3,1,accion,celular,False,1,0,1,2.1
21,estandar_con_anuncios,19.4,2,anime,smart_tv,False,4,0,0,23.5
4,basico,59.5,1,drama,smart_tv,False,1,0,1,0.3
8,estandar_con_anuncios,22.2,1,documental,smart_tv,False,0,1,0,30.3
52,premium,29.7,3,accion,smart_tv,True,6,0,0,31.3
20,basico,18.2,2,drama,celular,True,5,0,0,22.4
2,premium,39.6,2,comedia,smart_tv,True,11,1,0,44.1
43,premium,57.5,3,drama,celular,True,0,0,0,71.1
32,estandar_con_anuncios,6.5,1,drama,smart_tv,False,5,0,0,7.2
27,estandar,32.8,2,comedia,celular,True,1,2,1,2.0
53,premium,47.0,4,comedia,smart_tv,True,8,0,0,56.2
19,estandar,29.9,2,accion,consola,True,9,2,0,43.3
34,basico,40.0,2,drama,smart_tv,True,4,0,0,38.1
44,basico,38.3,1,drama,celular,False,0,0,0,43.8
36,estandar_con_anuncios,38.5,2,drama,smart_tv,False,3,0,0,38.5
13,estandar,31.1,3,accion,smart_tv,True,0,0,0,33.9
41,premium,66.5,3,comedia,celular,False,0,0,0,67.0
44,premium,28.2,4,accion,pc,False,0,0,0,17.2
8,estandar_con_anuncios,0.0,2,comedia,consola,False,6,0,1,3.0
10,estandar,17.6,3,drama,smart_tv,False,2,0,0,20.8
40,basico,28.5,1,anime,smart_tv,True,11,1,0,24.6
8,premium,63.7,5,drama,celular,False,4,0,0,74.3
52,estandar_con_anuncios,13.3,1,drama,celular,False,1,0,0,13.7
7,premium,38.4,3,drama,smart_tv,True,6,0,0,37.1
58,premium,46.6,2,anime,pc,True,0,0,0,54.2
40,estandar_con_anuncios,29.9,2,documental,celular,False,0,0,1,5.1
27,estandar_con_anuncios,13.1,2,documental,celular,False,1,0,0,14.1
16,premium,38.3,3,anime,smart_tv,True,8,1,0,45.3
21,estandar_con_anuncios,0.0,1,drama,smart_tv,False,22,0,1,3.1
45,estandar,30.2,2,anime,smart_tv,False,0,0,0,21.3
45,premium,66.4,2,drama,pc,True,3,1,0,61.9
13,estandar,37.4,2,documental,smart_tv,True,1,0,0,25.3
33,basico,16.7,1,accion,pc,True,7,0,0,18.7
59,basico,48.5,2,comedia,pc,False,5,1,0,56.3
16,estandar_con_anuncios,10.6,1,anime,celular,False,0,1,0,12.4
41,premium,69.7,2,drama,smart_tv,False,1,0,0,75.8
11,basico,47.0,1,anime,smart_tv,True,0,0,0,55.2
50,estandar_con_anuncios,23.0,1,comedia,celular,False,0,0,1,4.5
11,estandar_con_anuncios,0.0,1,documental,celular,False,3,0,0,0.0
18,premium,80.8,5,anime,consola,True,3,0,0,60.2
28,estandar_con_anuncios,26.1,2,drama,smart_tv,False,11,0,0,24.4
22,premium,42.0,3,anime,consola,True,2,1,0,54.2
11,estandar,50.3,2,accion,smart_tv,False,0,2,0,60.2
38,premium,58.7,2,kids,smart_tv,True,3,0,0,65.7
2,premium,64.8,4,drama,smart_tv,True,4,0,0,62.7
59,premium,40.0,5,accion,celular,True,1,0,0,32.8
4,premium,50.1,3,documental,smart_tv,True,0,0,0,51.8
20,estandar_con_anuncios,1.9,2,accion,smart_tv,False,4,0,0,2.3
55,estandar,49.6,2,drama,pc,True,0,2,0,53.3
10,estandar,35.5,2,comedia,celular,True,10,0,0,25.4
5,estandar,39.6,2,reality,smart_tv,True,4,0,0,40.3
44,premium,46.5,2,drama,smart_tv,False,1,0,0,30.5
5,premium,41.7,2,kids,celular,False,1,3,0,47.7
54,estandar,26.5,1,anime,smart_tv,False,1,0,0,23.2
27,basico,39.1,1,drama,smart_tv,True,0,1,0,30.5
52,basico,51.7,1,drama,celular,False,6,1,0,59.3
15,basico,17.9,2,documental,smart_tv,True,0,0,0,19.7
9,basico,34.1,2,drama,celular,True,2,0,0,35.5
57,basico,36.2,1,accion,smart_tv,False,0,0,0,50.5
45,estandar_con_anuncios,21.9,2,kids,smart_tv,False,5,0,0,24.4
54,estandar_con_anuncios,0.0,2,accion,smart_tv,False,1,0,1,3.6
19,estandar,17.1,1,comedia,smart_tv,False,1,0,0,18.7
24,basico,15.3,2,kids,smart_tv,False,2,1,0,14.5
35,premium,15.8,2,accion,smart_tv,True,2,1,0,19.4
27,estandar,58.4,3,drama,consola,True,11,0,0,61.4
15,estandar_con_anuncios,24.8,2,accion,pc,False,2,0,0,26.5
23,estandar_con_anuncios,19.5,1,reality,smart_tv,False,0,0,0,14.4
36,estandar_con_anuncios,0.0,1,documental,celular,False,0,0,0,0.0
3,premium,17.9,2,accion,celular,True,10,1,0,17.7
20,estandar_con_anuncios,19.6,2,comedia,pc,False,10,0,0,16.0
18,estandar,66.1,2,drama,smart_tv,False,2,1,0,63.5
5,premium,34.9,4,comedia,smart_tv,False,3,0,0,37.6
8,premium,58.6,4,drama,smart_tv,True,0,1,0,58.6
30,estandar_con_anuncios,13.3,1,anime,smart_tv,False,0,0,1,0.1
7,estandar_con_anuncios,19.4,1,comedia,smart_tv,False,1,0,0,18.4
21,estandar_con_anuncios,38.0,2,reality,consola,False,6,1,0,34.8
34,estandar_con_anuncios,15.6,2,drama,consola,False,2,0,0,16.1
52,estandar_con_anuncios,12.0,1,comedia,smart_tv,False,1,0,0,12.2
6,estandar,56.8,2,comedia,celular,True,1,1,0,52.6
26,premium,47.9,3,comedia,smart_tv,False,8,0,0,44.0
7,estandar,52.0,1,kids,celular,False,0,0,0,52.6
26,estandar,26.9,1,anime,celular,False,0,0,0,31.6
29,estandar_con_anuncios,41.5,1,reality,smart_tv,False,3,0,0,43.6
48,premium,53.1,4,drama,pc,True,1,0,0,66.7
27,estandar,43.8,2,kids,tablet,True,13,1,0,52.7
56,premium,51.6,4,drama,celular,True,3,0,0,65.5
9,premium,38.2,4,reality,celular,True,20,0,0,47.6
4,basico,25.3,1,accion,celular,False,0,0,0,32.4
1,estandar_con_anuncios,11.4,1,comedia,smart_tv,False,5,0,0,9.0
22,estandar_con_anuncios,34.2,1,drama,smart_tv,False,19,1,1,2.6
12,basico,23.0,1,drama,celular,True,1,0,0,28.0
6,premium,23.1,1,comedia,smart_tv,True,5,0,0,28.9
14,basico,1.0,2,reality,pc,True,2,0,0,0.9
58,estandar,13.9,2,kids,smart_tv,True,0,1,0,15.5
48,estandar,48.3,3,anime,smart_tv,False,4,0,0,49.0
2,estandar_con_anuncios,0.9,1,drama,smart_tv,False,1,0,1,4.8
55,basico,34.1,2,accion,tablet,True,0,2,0,25.6
13,estandar,38.1,3,comedia,smart_tv,True,1,0,0,32.8
24,estandar,36.0,3,accion,smart_tv,False,1,0,1,3.6
20,basico,33.2,1,comedia,smart_tv,True,0,1,0,34.1
24,estandar_con_anuncios,22.4,2,comedia,celular,False,1,2,1,4.0
45,estandar,0.0,2,accion,tablet,False,5,0,0,0.0
43,estandar_con_anuncios,16.7,1,drama,smart_tv,False,7,2,0,17.0
36,premium,54.4,4,accion,consola,True,6,0,0,59.8
37,estandar_con_anuncios,45.7,2,documental,smart_tv,False,3,3,0,44.7
43,estandar_con_anuncios,46.9,1,drama,celular,False,14,0,1,2.8
11,basico,5.5,1,anime,smart_tv,True,1,0,0,5.9
24,estandar,31.8,3,accion,celular,True,1,0,0,27.0
7,estandar,12.1,2,reality,celular,False,4,1,0,11.9
42,basico,51.3,1,documental,celular,False,2,3,1,4.2
26,premium,62.4,5,kids,smart_tv,True,10,0,0,72.8
38,basico,33.4,1,kids,pc,True,5,0,0,41.2
34,basico,30.3,1,reality,tablet,False,5,0,0,32.1
17,basico,47.1,1,documental,celular,True,8,0,0,50.1
9,estandar_con_anuncios,36.9,2,comedia,celular,False,4,1,0,41.9
58,estandar,57.2,1,drama,pc,True,2,0,0,51.1
18,estandar_con_anuncios,26.4,2,documental,smart_tv,False,3,2,0,23.4
7,estandar,30.3,1,drama,consola,False,9,2,0,29.6
19,estandar_con_anuncios,31.1,2,comedia,smart_tv,False,0,0,0,24.0
54,premium,61.7,3,drama,pc,True,2,0,0,66.2
16,basico,23.5,1,accion,smart_tv,False,5,3,0,27.9
59,premium,44.6,5,drama,smart_tv,True,3,1,0,38.9
28,basico,44.3,2,documental,celular,True,0,1,0,47.8
51,estandar_con_anuncios,47.2,2,kids,celular,False,8,0,0,41.9
39,premium,37.0,2,reality,consola,False,2,0,0,30.2
3,estandar,31.3,2,comedia,tablet,False,4,1,0,42.9
31,estandar,42.8,2,accion,smart_tv,False,0,0,0,35.1
25,basico,34.4,2,accion,smart_tv,True,5,1,0,26.5
12,estandar,28.2,2,accion,smart_tv,True,6,1,0,29.3
33,premium,76.0,1,documental,celular,True,0,0,0,79.7
7,estandar,41.9,2,drama,celular,False,1,0,0,46.9
42,basico,36.5,1,anime,consola,True,1,0,0,49.6
49,estandar,65.5,3,drama,pc,False,22,2,1,4.7
