vuelo_id,aerolinea,ciudad_origen,ciudad_destino,pais_origen,tipo_ruta,clase_servicio,mes,dia_semana,duracion_vuelo_min,distancia_km,retraso_salida_min,retraso_llegada_min,cancelado,causa_retraso,precio_boleto_usd,ocupacion_pct,num_pasajeros,satisfaccion_cliente,puntualidad_historica_pct
VL10135,Copa Airlines,Bogotá,Miami,Colombia,Internacional,Económica,5,Viernes,288,3800,0,0,False,,201.31,47.3,85,4.5,83.2
VL12418,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,5,Sábado,56,580,0,0,False,,101.1,85.6,188,,76.1
VL11854,Copa Airlines,Guadalajara,Ciudad Mx,México,Doméstica,Económica,10,Miércoles,58,550,0,0,False,,35.69,77.1,139,3.8,80.9
VL10326,Volaris,Santiago,São Paulo,Chile,Internacional,Primera,7,Sábado,198,2700,14,22,False,,,52.3,157,3.7,71.3
VL10318,Volaris,Ciudad Mx,Cancún,México,Doméstica,Económica,8,Viernes,141,1600,0,0,False,,156.52,99.3,179,3.1,68.4
VL12862,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Ejecutiva,6,Sábado,47,550,0,0,False,,158.08,92.4,203,5.0,78.4
VL12097,Avianca,Cancún,Bogotá,,Internacional,Económica,10,Sábado,291,3500,0,19,False,,266.94,75.9,137,2.5,74.5
VL12657,Sky Airline,Bogotá,Quito,Colombia,Internacional,Económica,3,Domingo,80,1000,0,16,False,,136.11,75.1,135,3.0,77.1
VL10462,Copa Airlines,Ciudad Mx,Miami,México,Internacional,Primera,2,Sábado,181,2100,40,46,False,Aeropuerto,787.15,77.1,231,,81.8
VL11228,Aeroméxico,Cartagena,Bogotá,Colombia,Doméstica,Primera,11,Martes,50,650,0,0,False,,310.44,73.5,220,3.9,72.9
VL12478,Volaris,Ciudad Mx,Cancún,México,Doméstica,Económica,3,Miércoles,140,1600,2,0,False,,137.53,100.0,180,4.4,69.4
VL11371,Avianca,Santiago,Lima,Chile,Internacional,Económica,9,Domingo,204,2400,2,8,False,,205.77,75.6,136,4.6,73.4
VL11492,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,4,Miércoles,186,2400,0,7,False,,136.87,69.1,124,4.1,75.3
VL10647,Aeroméxico,Cancún,Bogotá,México,Internacional,Ejecutiva,1,Viernes,302,3500,0,8,False,,,80.6,177,4.5,75.3
VL12663,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,10,Sábado,272,3500,0,3,False,,376.78,74.5,134,1.3,74.5
VL11833,LATAM,Ciudad Mx,Miami,México,Internacional,Ejecutiva,10,Miércoles,176,2100,0,8,False,,580.23,72.0,158,5.0,79.2
VL10859,Sky Airline,Bogotá,Medellín,Colombia,Doméstica,Económica,5,Martes,71,580,0,8,False,,30.0,88.8,160,2.7,72.7
VL12295,LATAM,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,9,Lunes,74,580,0,0,False,,104.89,79.3,174,3.5,79.6
VL10691,Aeroméxico,Lima,Buenos Aires,Perú,Internacional,Económica,7,Jueves,252,3100,0,3,False,,393.64,85.5,154,4.7,76.7
VL11463,LATAM,Cancún,Bogotá,México,Internacional,Económica,2,Domingo,265,3500,0,2,False,,427.06,80.0,144,2.4,80.2
VL12849,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,3,Domingo,242,3200,17,7,False,Aeropuerto,312.13,75.9,137,2.0,74.8
VL11581,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,1,Domingo,235,3200,5,7,False,,414.72,68.7,124,3.3,72.0
VL12028,Volaris,Santiago,Lima,Chile,Internacional,Económica,4,Sábado,189,2400,0,6,False,,242.66,85.2,153,2.4,69.1
VL10216,LATAM,Bogotá,Miami,Colombia,Internacional,Económica,12,Viernes,299,3800,18,28,False,Aeropuerto,336.87,83.7,151,4.4,77.7
VL12988,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,10,Sábado,257,3000,1,0,False,,933.63,62.7,138,3.9,83.9
VL11276,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,9,Viernes,222,2400,0,8,False,,210.03,92.8,167,,75.1
VL10543,Avianca,Cancún,Bogotá,México,Internacional,Económica,1,Jueves,293,3500,3,0,False,,380.14,92.1,166,4.3,71.4
VL12045,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Económica,4,Sábado,231,3000,2,8,False,,314.6,85.9,155,,84.8
VL11488,Volaris,Ciudad Mx,Bogotá,México,Internacional,Económica,8,Viernes,255,3200,0,0,False,,352.75,100.0,180,3.5,69.1
VL11682,Viva Air,Cancún,Bogotá,México,Internacional,Económica,3,Miércoles,293,3500,0,1,False,,248.44,93.2,168,3.6,65.5
VL12582,Volaris,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,6,Domingo,269,3400,0,1,False,,704.44,71.1,156,3.1,69.7
VL11985,LATAM,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,3,Martes,71,580,0,0,False,,139.58,83.3,183,5.0,77.8
VL11268,Volaris,Santiago,São Paulo,Chile,Internacional,Económica,3,Miércoles,221,2700,54,56,False,Tripulación,300.05,67.5,122,3.2,65.8
VL12374,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,3,Domingo,302,3500,0,0,False,,396.47,84.9,153,3.1,74.4
VL10226,Avianca,Cartagena,Bogotá,Colombia,Doméstica,Económica,2,Jueves,66,650,24,22,False,Clima,,97.6,176,3.9,74.0
VL10553,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Económica,6,Viernes,193,2700,7,11,False,,187.07,73.1,132,3.3,75.7
VL10061,LATAM,Bogotá,Miami,Colombia,Internacional,Económica,11,Domingo,332,3800,1,18,False,,403.26,82.7,149,4.8,77.1
VL11442,Avianca,Cancún,Bogotá,México,Internacional,Económica,6,Domingo,257,3500,0,5,False,,219.6,63.2,114,3.2,72.3
VL12610,LATAM,Bogotá,Quito,Colombia,Internacional,Económica,8,Domingo,98,1000,0,4,False,,122.22,96.1,173,2.6,74.8
VL11732,Volaris,Medellín,Ciudad Mx,Colombia,Internacional,Económica,2,Sábado,280,3400,0,4,False,,388.2,87.1,157,3.4,69.7
VL12059,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Económica,9,Sábado,271,3400,0,8,False,,203.35,81.3,146,3.7,72.3
VL12020,Copa Airlines,Cartagena,Bogotá,Colombia,Doméstica,Económica,2,Sábado,76,650,0,0,False,,30.0,78.6,141,5.0,81.4
VL12203,Volaris,Bogotá,Medellín,Colombia,Doméstica,Económica,4,Sábado,59,580,4,0,False,,59.23,69.9,126,3.7,69.1
VL12726,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,11,Martes,67,580,0,9,False,,56.93,60.7,109,2.5,77.7
VL11839,Avianca,Santiago,Lima,Chile,Internacional,Ejecutiva,4,Viernes,181,2400,5,0,False,,497.75,83.4,183,5.0,69.6
VL12724,LATAM,Ciudad Mx,Bogotá,México,Internacional,Ejecutiva,2,Viernes,233,3200,5,15,False,,652.12,76.5,168,3.0,78.4
VL12449,LATAM,Bogotá,Miami,Colombia,Internacional,Ejecutiva,7,Domingo,335,3800,0,0,False,,842.8,89.4,197,3.8,78.9
VL10661,Aeroméxico,Cartagena,Bogotá,Colombia,Doméstica,Económica,10,Miércoles,82,650,0,0,False,,76.25,100.0,180,,74.1
VL11635,Viva Air,Santiago,Lima,Chile,Internacional,Económica,10,Domingo,169,2400,0,8,False,,182.0,67.5,122,2.9,67.1
VL10348,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,2,Sábado,240,3200,0,6,False,,406.79,68.7,124,4.1,74.5
VL11574,Volaris,Santiago,Lima,Chile,Internacional,Económica,11,Domingo,187,2400,0,12,False,,124.68,96.5,174,,69.8
VL10297,LATAM,Santiago,Lima,Chile,Internacional,Económica,1,Sábado,206,2400,0,9,False,,219.24,89.1,160,,78.2
VL12214,Avianca,Buenos Aires,Lima,Argentina,Internacional,Económica,5,Sábado,234,3000,0,0,False,,265.49,88.2,159,3.8,73.4
VL11880,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,7,Jueves,237,3000,0,0,False,,406.76,99.5,179,4.7,78.4
VL12654,LATAM,Ciudad Mx,Miami,México,Internacional,Económica,1,Domingo,183,2100,0,13,False,,167.37,77.1,139,2.1,77.4
VL10204,Copa Airlines,Santiago,São Paulo,Chile,Internacional,Económica,2,Domingo,206,2700,0,0,True,,255.03,61.4,111,4.0,83.6
VL11733,Viva Air,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,11,Viernes,249,3100,0,0,False,,780.39,75.9,167,3.8,63.8
VL10906,Aeroméxico,Bogotá,Quito,Colombia,Internacional,Económica,6,Domingo,100,1000,0,0,False,,99.76,100.0,180,4.1,74.7
VL10913,Viva Air,Ciudad Mx,Bogotá,México,Internacional,Económica,3,Viernes,255,3200,20,28,False,Tripulación,415.84,98.9,178,3.5,67.3
VL12402,Viva Air,Ciudad Mx,Bogotá,México,Internacional,Económica,6,Domingo,254,3200,0,0,False,,,86.5,156,4.2,64.4
VL12234,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,5,Martes,287,3500,2,0,False,,381.77,96.1,173,,75.7
VL12264,Viva Air,Santiago,São Paulo,Chile,Internacional,Ejecutiva,6,Sábado,220,2700,15,24,False,,812.37,95.0,209,2.3,67.3
VL11033,Viva Air,Ciudad Mx,Cancún,México,Doméstica,Económica,6,Domingo,127,1600,85,91,False,Operacional,168.19,100.0,180,2.6,65.3
VL12058,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,10,Martes,288,3500,0,0,False,,233.71,95.0,171,3.5,76.2
VL11306,Aeroméxico,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,3,Domingo,225,3000,0,0,False,,601.82,68.7,151,4.1,76.1
VL11304,Volaris,Buenos Aires,Lima,Argentina,Internacional,Económica,5,Miércoles,218,3000,17,31,False,Clima,425.01,87.1,157,,69.9
VL11770,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,9,Viernes,273,3100,0,3,True,,250.66,75.5,136,4.2,79.1
VL11233,Sky Airline,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Viernes,57,580,0,0,False,,39.55,58.9,106,3.8,72.4
VL12728,LATAM,Santiago,Lima,Chile,Internacional,Económica,6,Martes,189,2400,0,0,False,,337.61,69.5,125,3.7,77.3
VL12337,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,5,Martes,254,3200,10,25,False,,257.69,94.2,170,3.5,74.5
VL11585,Viva Air,Ciudad Mx,Cancún,México,Doméstica,Económica,10,Miércoles,141,1600,2,9,False,,140.88,95.0,171,3.3,64.7
VL11817,Volaris,Ciudad Mx,Miami,México,Internacional,Primera,6,Sábado,166,2100,0,1,False,,,79.5,238,5.0,66.7
VL12983,LATAM,Bogotá,Quito,Colombia,Internacional,Económica,9,Lunes,95,1000,10,6,False,,87.81,84.3,152,3.5,80.7
VL12137,LATAM,Buenos Aires,Lima,Argentina,Internacional,Primera,11,Domingo,276,3000,0,1,False,,1765.54,69.2,208,3.0,76.9
VL11591,LATAM,Cartagena,Bogotá,Colombia,Doméstica,Ejecutiva,6,Viernes,73,650,0,0,False,,247.62,38.4,84,5.0,81.8
VL10121,Avianca,Lima,Santiago,Perú,Internacional,Económica,6,Jueves,196,2400,0,0,False,,305.6,72.0,130,3.7,72.5
VL10656,Avianca,Bogotá,Miami,Colombia,Internacional,Económica,10,Domingo,275,3800,23,10,False,Tripulación,418.61,84.0,151,3.0,71.9
VL11791,Viva Air,Buenos Aires,Lima,Argentina,Internacional,Económica,1,Miércoles,230,3000,0,3,False,,247.67,61.3,110,,66.1
VL12199,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,1,Domingo,254,3200,23,31,False,Operacional,295.69,84.6,152,2.2,72.1
VL12107,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Económica,2,Viernes,56,550,0,0,False,,55.99,83.7,151,,77.5
VL11896,LATAM,Santiago,São Paulo,Chile,Internacional,Económica,8,Lunes,227,2700,0,10,False,,384.74,77.3,139,3.1,77.8
VL11938,Volaris,Medellín,Ciudad Mx,Colombia,Internacional,Económica,7,Lunes,261,3400,31,43,True,Aeropuerto,435.08,78.1,141,,68.0
VL10130,Volaris,Ciudad Mx,Bogotá,México,Internacional,Económica,3,Miércoles,267,3200,0,0,False,,231.6,94.7,170,4.1,68.4
VL11485,Volaris,Ciudad Mx,Bogotá,México,Internacional,Económica,7,Domingo,253,3200,0,13,False,,309.61,67.3,121,3.0,67.8
VL11722,LATAM,Bogotá,Miami,Colombia,Internacional,Económica,1,Viernes,308,3800,12,12,False,,197.83,78.2,141,3.9,78.1
VL10133,Aeroméxico,Bogotá,Miami,Colombia,Internacional,Económica,1,Miércoles,307,3800,0,0,False,,441.58,57.0,103,2.7,75.2
VL10000,Copa Airlines,Ciudad Mx,Bogotá,México,Internacional,Económica,6,Domingo,263,3200,0,2,False,,371.98,67.6,122,4.6,80.7
VL10251,LATAM,Ciudad Mx,Bogotá,México,Internacional,Económica,2,Viernes,239,3200,7,0,False,,225.19,78.1,141,3.3,78.2
VL11069,Sky Airline,Bogotá,Miami,Colombia,Internacional,Económica,11,Domingo,283,3800,0,0,False,,435.4,57.8,104,3.9,73.9
VL11887,Copa Airlines,Santiago,Lima,Chile,Internacional,Económica,7,Miércoles,211,2400,9,9,False,,206.52,98.1,177,2.2,82.1
VL10699,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,12,Sábado,252,3100,0,0,True,,262.75,84.8,153,4.7,72.4
VL12492,Aeroméxico,Ciudad Mx,Miami,México,Internacional,Económica,7,Jueves,152,2100,51,66,False,Operacional,129.35,97.9,176,,74.8
VL10238,Copa Airlines,Cancún,Bogotá,México,Internacional,Ejecutiva,9,Viernes,248,3500,0,17,False,,917.03,100.0,220,4.1,82.0
VL11435,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,3,Jueves,49,580,4,0,False,,160.04,82.8,182,3.6,76.2
VL12370,Avianca,Cancún,Bogotá,México,Internacional,Económica,11,Domingo,286,3500,32,34,False,Aeropuerto,358.56,88.0,158,3.0,72.5
VL12049,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Económica,8,Martes,58,580,0,13,False,,,68.5,123,,73.3
VL10956,Viva Air,Medellín,Ciudad Mx,Colombia,Internacional,Económica,6,Sábado,250,3400,0,0,False,,363.06,92.8,167,4.2,66.5
VL11476,Aeroméxico,Bogotá,Quito,,Internacional,Económica,1,Miércoles,82,1000,37,21,False,Mecánico,105.71,62.7,113,3.3,74.3
VL11062,Volaris,Ciudad Mx,Miami,México,Internacional,Económica,2,Viernes,166,2100,7,18,False,,309.79,95.7,172,3.4,70.2
VL12231,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Económica,3,Viernes,60,580,0,0,True,,54.12,84.3,152,3.9,73.4
VL11953,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Económica,6,Lunes,235,3000,9,11,False,,355.29,60.9,110,4.4,84.6
VL11903,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,3,Sábado,46,580,0,1,False,,129.39,76.0,167,3.3,69.0
VL12895,Avianca,Lima,Santiago,Perú,Internacional,Económica,2,Miércoles,203,2400,22,26,False,Tripulación,289.04,80.3,145,,69.8
VL11878,Avianca,Bogotá,Miami,Colombia,Internacional,Económica,8,Lunes,319,3800,0,6,False,,340.53,74.1,133,4.3,73.5
VL12354,Aeroméxico,Buenos Aires,Lima,Argentina,Internacional,Económica,1,Sábado,264,3000,3,0,False,,218.45,81.8,147,3.3,72.7
VL10729,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,3,Martes,130,1600,14,16,False,,354.58,86.3,190,4.1,83.2
VL11464,Copa Airlines,Cartagena,Bogotá,Colombia,Doméstica,Económica,7,Martes,65,650,0,0,False,,37.15,95.4,172,4.1,81.5
VL11009,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Económica,1,Sábado,306,3400,26,25,False,Clima,285.24,65.6,118,3.8,78.3
VL10549,Aeroméxico,Ciudad Mx,Miami,México,Internacional,Económica,7,Domingo,175,2100,0,0,False,,123.38,77.3,139,3.9,72.5
VL11337,Sky Airline,Cancún,Bogotá,México,Internacional,Económica,9,Jueves,291,3500,25,26,False,Tripulación,466.4,77.0,139,4.9,77.6
VL10969,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,7,Martes,245,3100,0,0,False,,302.46,68.2,123,3.2,72.5
VL11359,LATAM,Santiago,São Paulo,Chile,Internacional,Ejecutiva,4,Viernes,219,2700,0,0,False,,464.7,74.6,164,5.0,77.5
VL11724,LATAM,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,3,Sábado,236,3000,10,0,False,,773.01,89.9,198,3.4,81.8
VL10110,Copa Airlines,Bogotá,Miami,,Internacional,Primera,3,Domingo,293,3800,0,7,False,,1780.39,81.1,243,3.8,82.4
VL10159,Avianca,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,2,Jueves,248,3000,0,3,False,,1030.93,100.0,220,3.9,71.1
VL10609,Viva Air,Buenos Aires,Lima,Argentina,Internacional,Económica,10,Sábado,220,3000,0,0,False,,251.86,64.5,116,3.7,66.1
VL10915,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,1,Domingo,243,3100,3,9,False,,347.24,76.7,138,3.0,74.8
VL10291,Sky Airline,Bogotá,Medellín,Colombia,Doméstica,Económica,5,Viernes,67,580,0,0,False,,55.56,80.7,145,3.5,74.8
VL10745,LATAM,Lima,Santiago,Perú,Internacional,Primera,8,Sábado,184,2400,0,1,False,,765.58,72.5,218,4.0,79.6
VL12567,Volaris,Bogotá,Miami,Colombia,Internacional,Ejecutiva,4,Viernes,292,3800,0,0,False,,489.21,92.2,203,,67.4
VL10775,Viva Air,Ciudad Mx,Cancún,México,Doméstica,Económica,6,Jueves,128,1600,0,0,False,,104.29,100.0,180,4.4,68.1
VL11435,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,3,Jueves,49,580,4,0,False,,160.04,82.8,182,3.6,76.2
VL10577,Aeroméxico,Guadalajara,Ciudad Mx,México,Doméstica,Económica,4,Sábado,62,550,26,51,False,Operacional,67.28,94.9,171,,74.9
VL11457,LATAM,Cancún,Bogotá,México,Internacional,Económica,9,Jueves,264,3500,0,0,False,,244.13,73.1,132,3.9,77.5
VL10263,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Primera,4,Viernes,252,3400,0,8,False,,960.53,73.9,222,4.6,79.0
VL11255,Copa Airlines,Lima,Buenos Aires,Perú,Internacional,Económica,2,Lunes,239,3100,0,9,False,,287.22,72.7,131,3.5,80.9
VL10302,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Económica,5,Domingo,275,3400,35,30,False,Aeropuerto,491.25,67.1,121,4.7,73.6
VL11771,Aeroméxico,Ciudad Mx,Miami,México,Internacional,Económica,1,Sábado,178,2100,0,0,False,,129.68,87.2,157,4.6,74.4
VL11199,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Primera,6,Miércoles,106,1600,31,30,False,Clima,503.28,96.5,290,3.5,83.4
VL12656,Copa Airlines,Bogotá,Quito,Colombia,Internacional,Económica,4,Domingo,107,1000,11,26,False,,111.29,71.9,129,2.9,84.7
VL10149,Aeroméxico,Bogotá,Miami,Colombia,Internacional,Primera,5,Viernes,300,3800,1,3,False,,1322.93,72.1,216,4.1,75.1
VL10814,Avianca,Lima,Santiago,Perú,Internacional,Económica,5,Domingo,176,2400,47,42,False,Tripulación,299.75,76.8,138,3.8,70.4
VL10071,Copa Airlines,Santiago,Lima,Chile,Internacional,Económica,2,Sábado,200,2400,0,0,False,,277.42,74.8,135,4.3,84.9
VL10089,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,3,Viernes,245,3100,20,33,False,Operacional,412.42,91.9,165,2.8,70.4
VL10117,LATAM,Santiago,Lima,Chile,Internacional,Primera,2,Domingo,199,2400,19,11,False,Aeropuerto,1135.47,86.4,259,5.0,74.7
VL11511,Aeroméxico,Buenos Aires,Lima,Argentina,Internacional,Primera,4,Viernes,264,3000,0,0,False,,1816.19,94.4,283,3.9,74.2
VL12369,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,12,Domingo,254,3000,9,5,False,,,92.3,166,2.8,77.5
VL12699,Avianca,Ciudad Mx,Miami,México,Internacional,Económica,9,Lunes,183,2100,0,16,False,,232.19,70.2,126,4.7,72.5
VL10459,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Económica,10,Jueves,148,1600,0,0,False,,233.63,92.4,166,3.5,84.2
VL12217,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,4,Sábado,290,3800,8,3,False,,354.67,96.2,173,3.6,68.8
VL12598,Copa Airlines,Bogotá,Miami,Colombia,Internacional,Económica,2,Martes,305,3800,93,82,False,Aeropuerto,359.08,85.3,154,,82.9
VL10241,Aeroméxico,Cartagena,Bogotá,Colombia,Doméstica,Económica,8,Sábado,57,650,0,0,False,,30.0,76.8,138,2.9,76.4
VL10841,LATAM,Cancún,Bogotá,México,Internacional,Económica,10,Domingo,266,3500,0,2,False,,290.1,68.7,124,4.9,78.7
VL11937,Aeroméxico,Bogotá,Quito,Colombia,Internacional,Económica,3,Martes,82,1000,0,5,False,,128.74,73.4,132,3.4,74.7
VL10744,LATAM,Santiago,Lima,Chile,Internacional,Económica,3,Miércoles,172,2400,43,47,False,Mecánico,178.59,76.5,138,3.0,79.3
VL12318,LATAM,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,10,Jueves,227,3100,0,0,False,,1113.43,68.5,151,4.3,80.6
VL10785,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Ejecutiva,11,Sábado,48,550,7,1,False,,189.63,65.1,143,5.0,78.8
VL10496,Sky Airline,Santiago,São Paulo,Chile,Internacional,Económica,5,Viernes,228,2700,9,8,False,,362.1,74.8,135,3.0,74.8
VL11865,Copa Airlines,Guadalajara,Ciudad Mx,México,Doméstica,Primera,3,Domingo,59,550,27,33,False,Operacional,333.14,94.2,283,5.0,83.1
VL11522,Sky Airline,Ciudad Mx,Bogotá,México,Internacional,Económica,10,Domingo,250,3200,4,3,False,,308.31,90.3,163,4.0,73.3
VL10220,Aeroméxico,Cancún,Bogotá,México,Internacional,Ejecutiva,3,Lunes,255,3500,0,0,False,,1107.48,84.2,185,4.3,77.2
VL10404,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,5,Martes,318,3800,0,16,False,,520.79,92.4,166,3.0,68.6
VL11360,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Económica,2,Domingo,76,550,0,0,False,,69.96,97.6,176,2.9,78.1
VL10920,Viva Air,Lima,Santiago,Perú,Internacional,Ejecutiva,11,Miércoles,189,2400,69,66,False,Tripulación,825.41,78.5,173,2.9,66.0
VL12634,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,9,Miércoles,250,3000,0,11,False,,314.8,79.8,144,2.3,75.1
VL10984,Volaris,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,10,Domingo,250,3000,0,0,False,,1083.06,67.0,147,4.9,70.1
VL12651,Copa Airlines,Ciudad Mx,Bogotá,México,Internacional,Económica,11,Viernes,230,3200,0,0,False,,329.1,84.1,151,5.0,81.9
VL11333,Copa Airlines,Cartagena,Bogotá,Colombia,Doméstica,Económica,2,Sábado,64,650,0,0,False,,83.5,74.0,133,3.4,80.7
VL11915,Sky Airline,Buenos Aires,Lima,Argentina,Internacional,Económica,11,Lunes,238,3000,0,0,True,,208.76,70.8,127,3.5,73.9
VL10312,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Económica,8,Sábado,63,580,1,5,False,,46.46,81.4,147,3.8,84.8
VL12441,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Económica,9,Viernes,264,3400,0,0,False,,235.96,62.7,113,4.3,78.1
VL12457,Avianca,Cancún,Bogotá,México,Internacional,Económica,6,Miércoles,259,3500,0,0,True,,217.46,89.2,161,2.4,69.0
VL10677,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,6,Lunes,271,3200,25,26,False,Clima,329.41,86.3,155,3.7,74.2
VL12924,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,10,Miércoles,264,3200,16,12,False,Operacional,284.24,75.5,136,2.9,71.9
VL10328,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,2,Miércoles,254,3100,83,104,False,Operacional,405.13,93.1,168,2.3,78.8
VL11036,Viva Air,Bogotá,Miami,Colombia,Internacional,Económica,11,Domingo,320,3800,0,11,False,,461.6,75.9,137,3.3,65.9
VL12133,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Económica,5,Sábado,267,3400,14,18,False,,396.25,76.0,137,2.8,78.3
VL12131,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Económica,9,Miércoles,51,580,11,7,False,,46.12,85.8,154,2.8,75.8
VL12254,Sky Airline,Lima,Santiago,Perú,Internacional,Económica,11,Miércoles,192,2400,27,24,False,Clima,206.52,69.3,125,3.9,75.3
VL10103,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,7,Sábado,275,3400,0,8,False,,1008.43,90.1,198,4.7,75.6
VL10734,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,11,Sábado,264,3200,22,3,False,Operacional,407.48,100.0,180,2.7,73.3
VL11204,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,1,Martes,279,3400,29,30,False,Mecánico,1078.36,74.4,164,3.7,80.0
VL10694,Avianca,Ciudad Mx,Cancún,México,Doméstica,Económica,4,Jueves,141,1600,11,4,False,,215.35,98.1,177,,74.7
VL10497,Sky Airline,Bogotá,Medellín,Colombia,Doméstica,Económica,2,Jueves,68,580,0,0,False,,102.5,60.1,108,3.0,71.3
VL11340,Aeroméxico,Santiago,Lima,Chile,Internacional,Primera,2,Martes,177,2400,0,1,False,,646.74,88.7,266,3.3,77.3
VL11165,Avianca,Bogotá,Quito,Colombia,Internacional,Económica,1,Martes,91,1000,164,177,False,Mecánico,135.74,62.1,112,,71.5
VL11348,Volaris,Cartagena,Bogotá,Colombia,Doméstica,Económica,1,Viernes,78,650,0,3,False,,37.78,83.9,151,4.1,67.4
VL12375,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,2,Jueves,308,3800,0,6,False,,539.62,99.6,179,1.7,70.3
VL10346,Avianca,Cancún,Bogotá,México,Internacional,Económica,9,Sábado,239,3500,44,41,False,Aeropuerto,231.31,85.4,154,2.8,74.5
VL11852,Volaris,Lima,Santiago,,Internacional,Ejecutiva,9,Viernes,198,2400,20,12,False,Clima,601.7,70.1,154,3.1,70.7
VL12258,Aeroméxico,Bogotá,Miami,,Internacional,Económica,2,Domingo,294,3800,0,0,True,,301.91,91.6,165,3.7,75.9
VL12190,Avianca,Santiago,Lima,Chile,Internacional,Ejecutiva,1,Viernes,198,2400,20,23,False,Operacional,421.11,51.5,113,3.9,70.2
VL10514,Sky Airline,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Viernes,54,580,0,0,False,,53.3,88.8,160,4.0,70.7
VL11028,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,3,Sábado,336,3800,0,0,False,,298.02,66.2,119,4.4,69.1
VL10864,LATAM,Ciudad Mx,Bogotá,México,Internacional,Económica,1,Sábado,239,3200,8,1,False,,382.07,88.3,159,2.9,76.2
VL11226,Avianca,Ciudad Mx,Bogotá,México,Internacional,Ejecutiva,11,Sábado,249,3200,0,5,False,,869.77,87.5,192,3.0,73.5
